Address,Name,Online_Order,Book_Table,Rating,Contact,Location,Restaurant_Type,Cuisines,Budget,Persons,Listed(Type),Listed(City),
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75350",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Sea food,3500,2,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75351",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Continental,3500,2,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75352",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Desi,3500,2,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75354",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Sea food,7000,4,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75355",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Continental,7000,4,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75356",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Desi,7000,4,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75357",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Sea food,10000,6,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75358",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Continental,10000,6,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75359",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Desi,10000,6,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75359",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Sea food,14000,8,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75359",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Continental,14000,8,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75359",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Desi,14000,8,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75359",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Sea food,18000,10,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75359",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Continental,18000,10,"Lunch,
Hi-tea,
Dinner",Karachi,
"10/A, M.A.C.H.S? Main Shahrah-e-Faisal Rd, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi, Karachi City, Sindh 75359",LalQila Restaurant Karachi,Yes,Yes,4.2,021-111525745,Mohammad Ali Society,"Buffet,
hi-tea",Desi,18000,10,"Lunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",BBQ,4000,2,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Desi,4000,2,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Chinese,4000,2,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",BBQ,8000,4,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Desi,8000,4,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Chinese,8000,4,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",BBQ,12000,6,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Desi,12000,6,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Chinese,12000,6,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",BBQ,16000,8,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Desi,16000,8,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Chinese,16000,8,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",BBQ,20000,10,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Desi,20000,10,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Karsaz Road? Near Maritime Museum Park, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Rangoli Restaurant,Yes,Yes,4.1,021-99245287,Karsaz Road,"Buffet,
hi-tea",Chinese,20000,10,"Lunch,
Brunch,
Hi-tea,
Dinner",Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,BBQ,2000,2,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,Desi,2000,2,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,"
Thai",2000,2,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,BBQ,4000,4,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,Desi,4000,4,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,"
Thai",4000,4,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,BBQ,6000,6,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,Desi,6000,6,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,"
Thai",6000,6,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,BBQ,8000,8,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,Desi,8000,8,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,"
Thai",8000,8,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,BBQ,10000,10,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,Desi,10000,10,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,"
Thai",10000,10,Buffet Dinner,Karachi,
"Roof top of suzuki north motors, Block B F-94, Karachi, Karachi City, Sindh",Chaupal Buffet,Yes,Yes,3.9,0300 4370333,North Nazimabad,Buffet,"
Thai",10000,10,Buffet Dinner,Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75496",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",BBQ,3600,2,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75496",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Continental,3600,2,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75496",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Desi,3600,2,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75496",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Chinese,3600,2,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75496",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Dessert,3600,2,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75497",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",BBQ,7200,4,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75497",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Desi,7200,4,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75497",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea","
Continental",7200,4,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75497",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Chinese,7200,4,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75497",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Dessert,7200,4,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75498",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",BBQ,10500,6,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75498",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea","
Desi",10500,6,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75498",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Continental,10500,6,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75498",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Chinese,10500,6,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75498",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Dessert,10500,6,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75499",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",BBQ,15000,8,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75499",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea","Desi
",15000,8,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75499",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea","Continental
",15000,8,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75499",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Chinese,15000,8,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75499",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Dessert,15000,8,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75500",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",BBQ,19000,10,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75500",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Desi,19000,10,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75500",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Continental,19000,10,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75500",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Chinese,19000,10,"Lunch,
Buffet,
hi-tea",Karachi,
"Plot 3b Abdul Sattar Edhi Ave, Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75500",Clock Tower - The Food Bazaar,Yes,Yes,4.2,0300 1112873,DHA,"Buffet,
hi-tea",Dessert,19000,10,"Lunch,
Buffet,
hi-tea",Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,"BBQ
",2500,2,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,"Desi
",2500,2,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,Seafood,2500,2,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,BBQ,5000,4,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,Desi,5000,4,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,Seafood,5000,4,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,"BBQ
",7500,6,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,Desi,7500,6,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,Seafood,7500,6,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,BBQ,10000,8,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,"Desi
",10000,8,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,Seafood,10000,8,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,Desi,12500,10,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,BBQ,12500,10,Buffet,Karachi,
"RXRW+X3V, Karachi, Karachi City, Sindh",Seafront - BBQ & Grill,Yes,Yes,3.9,021-111254111,Beach Luxury Hotel,Buffet,Dessert,12500,10,Buffet,Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",Desi,2850,2,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea","BBQ
",2850,2,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",Dessert,2850,2,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",Desi,5800,4,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea","BBQ
",5800,4,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",Dessert,5800,4,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",Desi,8750,6,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",BBQ,8750,6,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea","Dessert
",8750,6,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",Desi,11500,8,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea","BBQ
",11500,8,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",Dessert,11500,8,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",Desi,15000,10,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",BBQ,15000,10,"Buffet,
Lunch,
Hi-tea",Karachi,
"Shop no 4, Ocean Towers, Shaheed-e-Millat Rd, Rohail Khand Society PECHS, Karachi, Karachi City, Sindh",Great Wall,Yes,Yes,4,0324 2336464,Shaheed-e-Millat Rd,"Buffet,
hi-tea",Dessert,15000,10,"Buffet,
Lunch,
Hi-tea",Karachi,
"5/1, Boating Basin, Clifton, block-5 Block 5 Clifton, Karachi, Karachi City, Sindh 75596",Bar B.Q Tonight,Yes,Yes,4.3,021-111227111,"Boating Basin, Clifton","Buffet,
hi-tea,
lunch",BBQ,3200,2,"Buffet,
Lunch,
Hi-tea",Karachi,
